cell ID,x-coordinate,y-coordinate,z-coordinate,velocity-magnitude,x-velocity,y-velocity,z-velocity,pollutant
1,3.05E+00,3.05E+00,5.00E-02,4.69E-07,-9.36E-08,3.10E-07,-3.39E-07,1.00E+00
2,3.05E+00,3.05E+00,1.50E-01,6.48E-07,-6.08E-07,1.59E-07,-1.57E-07,1.00E+00
3,3.05E+00,3.05E+00,2.50E-01,1.39E-06,-9.83E-07,-5.77E-08,9.76E-07,1.00E+00
4,3.05E+00,3.05E+00,3.50E-01,3.20E-06,-1.32E-06,-1.71E-07,2.91E-06,1.00E+00
5,3.05E+00,3.05E+00,4.50E-01,5.93E-06,-1.65E-06,-2.12E-07,5.70E-06,9.99E-01
6,3.05E+00,3.05E+00,5.50E-01,9.25E-06,-1.96E-06,-2.09E-07,9.03E-06,9.99E-01
7,3.05E+00,3.05E+00,6.50E-01,1.31E-05,-2.22E-06,-1.67E-07,1.29E-05,9.99E-01
8,3.05E+00,3.05E+00,7.50E-01,1.72E-05,-2.47E-06,-1.02E-07,1.71E-05,9.98E-01
9,3.05E+00,3.05E+00,8.50E-01,2.16E-05,-2.65E-06,-2.54E-08,2.15E-05,9.98E-01
10,3.05E+00,3.05E+00,9.50E-01,2.61E-05,-2.80E-06,3.94E-08,2.60E-05,9.97E-01
11,3.05E+00,3.15E+00,5.00E-02,7.63E-07,-1.72E-07,7.21E-07,-1.78E-07,1.00E+00
12,3.05E+00,3.15E+00,1.50E-01,1.51E-06,-1.31E-06,3.24E-07,6.88E-07,1.00E+00
13,3.05E+00,3.15E+00,2.50E-01,3.86E-06,-1.94E-06,-2.69E-07,3.32E-06,1.00E+00
14,3.05E+00,3.15E+00,3.50E-01,7.63E-06,-2.43E-06,-7.58E-07,7.19E-06,1.00E+00
15,3.05E+00,3.15E+00,4.50E-01,1.28E-05,-2.80E-06,-1.06E-06,1.24E-05,1.00E+00
16,3.05E+00,3.15E+00,5.50E-01,1.88E-05,-3.11E-06,-1.24E-06,1.85E-05,9.99E-01
17,3.05E+00,3.15E+00,6.50E-01,2.55E-05,-3.34E-06,-1.32E-06,2.53E-05,9.99E-01
18,3.05E+00,3.15E+00,7.50E-01,3.27E-05,-3.43E-06,-1.33E-06,3.25E-05,9.99E-01
19,3.05E+00,3.15E+00,8.50E-01,4.00E-05,-3.38E-06,-1.32E-06,3.98E-05,9.98E-01
20,3.05E+00,3.15E+00,9.50E-01,4.71E-05,-3.16E-06,-1.33E-06,4.70E-05,9.98E-01
21,3.05E+00,3.25E+00,5.00E-02,9.32E-07,-6.61E-08,9.28E-07,-6.28E-08,1.00E+00
22,3.05E+00,3.25E+00,1.50E-01,1.90E-06,-1.42E-06,9.78E-08,1.26E-06,1.00E+00
23,3.05E+00,3.25E+00,2.50E-01,5.44E-06,-2.14E-06,-1.12E-06,4.88E-06,1.00E+00
24,3.05E+00,3.25E+00,3.50E-01,1.04E-05,-2.64E-06,-2.19E-06,9.85E-06,1.00E+00
25,3.05E+00,3.25E+00,4.50E-01,1.68E-05,-2.98E-06,-2.95E-06,1.63E-05,1.00E+00
26,3.05E+00,3.25E+00,5.50E-01,2.41E-05,-3.23E-06,-3.49E-06,2.36E-05,9.99E-01
27,3.05E+00,3.25E+00,6.50E-01,3.20E-05,-3.36E-06,-3.86E-06,3.16E-05,9.99E-01
28,3.05E+00,3.25E+00,7.50E-01,4.03E-05,-3.32E-06,-4.12E-06,3.99E-05,9.99E-01
29,3.05E+00,3.25E+00,8.50E-01,4.85E-05,-3.10E-06,-4.35E-06,4.82E-05,9.99E-01
30,3.05E+00,3.25E+00,9.50E-01,5.64E-05,-2.68E-06,-4.64E-06,5.62E-05,9.98E-01
31,3.05E+00,3.35E+00,5.00E-02,7.08E-07,1.13E-07,6.98E-07,4.54E-08,1.00E+00
32,3.05E+00,3.35E+00,1.50E-01,2.25E-06,-1.30E-06,-8.08E-07,1.65E-06,1.00E+00
33,3.05E+00,3.35E+00,2.50E-01,6.78E-06,-2.00E-06,-2.69E-06,5.89E-06,1.00E+00
34,3.05E+00,3.35E+00,3.50E-01,1.26E-05,-2.46E-06,-4.34E-06,1.15E-05,1.00E+00
35,3.05E+00,3.35E+00,4.50E-01,1.96E-05,-2.74E-06,-5.64E-06,1.85E-05,1.00E+00
36,3.05E+00,3.35E+00,5.50E-01,2.74E-05,-2.92E-06,-6.62E-06,2.64E-05,1.00E+00
37,3.05E+00,3.35E+00,6.50E-01,3.57E-05,-2.96E-06,-7.34E-06,3.48E-05,9.99E-01
38,3.05E+00,3.35E+00,7.50E-01,4.42E-05,-2.83E-06,-7.91E-06,4.34E-05,9.99E-01
39,3.05E+00,3.35E+00,8.50E-01,5.26E-05,-2.51E-06,-8.43E-06,5.19E-05,9.99E-01
40,3.05E+00,3.35E+00,9.50E-01,6.05E-05,-1.97E-06,-9.00E-06,5.98E-05,9.99E-01
41,3.05E+00,3.45E+00,5.00E-02,2.57E-07,2.18E-07,9.06E-08,1.00E-07,1.00E+00
42,3.05E+00,3.45E+00,1.50E-01,3.30E-06,-1.14E-06,-2.41E-06,1.94E-06,1.00E+00
43,3.05E+00,3.45E+00,2.50E-01,8.53E-06,-1.83E-06,-5.12E-06,6.57E-06,1.00E+00
44,3.05E+00,3.45E+00,3.50E-01,1.48E-05,-2.25E-06,-7.44E-06,1.26E-05,1.00E+00
45,3.05E+00,3.45E+00,4.50E-01,2.21E-05,-2.46E-06,-9.28E-06,1.99E-05,1.00E+00
46,3.05E+00,3.45E+00,5.50E-01,3.01E-05,-2.57E-06,-1.07E-05,2.80E-05,1.00E+00
47,3.05E+00,3.45E+00,6.50E-01,3.84E-05,-2.52E-06,-1.18E-05,3.65E-05,1.00E+00
48,3.05E+00,3.45E+00,7.50E-01,4.68E-05,-2.31E-06,-1.27E-05,4.50E-05,9.99E-01
49,3.05E+00,3.45E+00,8.50E-01,5.48E-05,-1.93E-06,-1.35E-05,5.31E-05,9.99E-01
50,3.05E+00,3.45E+00,9.50E-01,6.22E-05,-1.33E-06,-1.43E-05,6.05E-05,9.99E-01
51,3.05E+00,3.55E+00,5.00E-02,8.92E-07,3.20E-07,-8.10E-07,1.93E-07,1.00E+00
52,3.05E+00,3.55E+00,1.50E-01,5.13E-06,-1.00E-06,-4.53E-06,2.18E-06,1.00E+00
53,3.05E+00,3.55E+00,2.50E-01,1.09E-05,-1.67E-06,-8.13E-06,7.07E-06,1.00E+00
54,3.05E+00,3.55E+00,3.50E-01,1.75E-05,-2.05E-06,-1.11E-05,1.33E-05,1.00E+00
55,3.05E+00,3.55E+00,4.50E-01,2.49E-05,-2.20E-06,-1.35E-05,2.08E-05,1.00E+00
56,3.05E+00,3.55E+00,5.50E-01,3.28E-05,-2.22E-06,-1.53E-05,2.89E-05,1.00E+00
57,3.05E+00,3.55E+00,6.50E-01,4.09E-05,-2.08E-06,-1.68E-05,3.72E-05,1.00E+00
58,3.05E+00,3.55E+00,7.50E-01,4.88E-05,-1.77E-06,-1.80E-05,4.53E-05,1.00E+00
59,3.05E+00,3.55E+00,8.50E-01,5.63E-05,-1.30E-06,-1.90E-05,5.29E-05,1.00E+00
60,3.05E+00,3.55E+00,9.50E-01,6.30E-05,-6.66E-07,-2.00E-05,5.97E-05,9.99E-01
61,3.05E+00,3.65E+00,5.00E-02,2.00E-06,4.04E-07,-1.93E-06,2.90E-07,1.00E+00
62,3.05E+00,3.65E+00,1.50E-01,7.49E-06,-9.05E-07,-7.05E-06,2.37E-06,1.00E+00
63,3.05E+00,3.65E+00,2.50E-01,1.39E-05,-1.55E-06,-1.16E-05,7.42E-06,1.00E+00
64,3.05E+00,3.65E+00,3.50E-01,2.06E-05,-1.91E-06,-1.53E-05,1.37E-05,1.00E+00
65,3.05E+00,3.65E+00,4.50E-01,2.81E-05,-2.00E-06,-1.82E-05,2.13E-05,1.00E+00
66,3.05E+00,3.65E+00,5.50E-01,3.57E-05,-1.94E-06,-2.04E-05,2.92E-05,1.00E+00
67,3.05E+00,3.65E+00,6.50E-01,4.34E-05,-1.71E-06,-2.22E-05,3.73E-05,1.00E+00
68,3.05E+00,3.65E+00,7.50E-01,5.07E-05,-1.30E-06,-2.36E-05,4.49E-05,1.00E+00
69,3.05E+00,3.65E+00,8.50E-01,5.75E-05,-7.39E-07,-2.48E-05,5.19E-05,1.00E+00
70,3.05E+00,3.65E+00,9.50E-01,6.35E-05,-5.02E-08,-2.60E-05,5.79E-05,1.00E+00
71,3.05E+00,3.75E+00,5.00E-02,3.31E-06,4.67E-07,-3.25E-06,3.78E-07,1.00E+00
72,3.05E+00,3.75E+00,1.50E-01,1.02E-05,-8.38E-07,-9.82E-06,2.52E-06,1.00E+00
73,3.05E+00,3.75E+00,2.50E-01,1.72E-05,-1.48E-06,-1.53E-05,7.66E-06,1.00E+00
74,3.05E+00,3.75E+00,3.50E-01,2.42E-05,-1.80E-06,-1.96E-05,1.40E-05,1.00E+00
75,3.05E+00,3.75E+00,4.50E-01,3.15E-05,-1.85E-06,-2.30E-05,2.15E-05,1.00E+00
76,3.05E+00,3.75E+00,5.50E-01,3.89E-05,-1.73E-06,-2.56E-05,2.92E-05,1.00E+00
77,3.05E+00,3.75E+00,6.50E-01,4.60E-05,-1.41E-06,-2.76E-05,3.68E-05,1.00E+00
78,3.05E+00,3.75E+00,7.50E-01,5.28E-05,-9.11E-07,-2.93E-05,4.39E-05,1.00E+00
79,3.05E+00,3.75E+00,8.50E-01,5.88E-05,-2.78E-07,-3.07E-05,5.01E-05,1.00E+00
80,3.05E+00,3.75E+00,9.50E-01,6.39E-05,4.62E-07,-3.21E-05,5.53E-05,1.00E+00
81,3.05E+00,3.85E+00,5.00E-02,4.73E-06,4.67E-07,-4.69E-06,4.26E-07,1.00E+00
82,3.05E+00,3.85E+00,1.50E-01,1.30E-05,-8.10E-07,-1.27E-05,2.64E-06,1.00E+00
83,3.05E+00,3.85E+00,2.50E-01,2.07E-05,-1.45E-06,-1.91E-05,7.78E-06,1.00E+00
84,3.05E+00,3.85E+00,3.50E-01,2.79E-05,-1.75E-06,-2.41E-05,1.41E-05,1.00E+00
85,3.05E+00,3.85E+00,4.50E-01,3.51E-05,-1.76E-06,-2.78E-05,2.14E-05,1.00E+00
86,3.05E+00,3.85E+00,5.50E-01,4.21E-05,-1.58E-06,-3.07E-05,2.88E-05,1.00E+00
87,3.05E+00,3.85E+00,6.50E-01,4.88E-05,-1.19E-06,-3.30E-05,3.59E-05,1.00E+00
88,3.05E+00,3.85E+00,7.50E-01,5.48E-05,-6.19E-07,-3.48E-05,4.23E-05,1.00E+00
89,3.05E+00,3.85E+00,8.50E-01,6.01E-05,7.72E-08,-3.64E-05,4.78E-05,1.00E+00
90,3.05E+00,3.85E+00,9.50E-01,6.45E-05,8.53E-07,-3.80E-05,5.21E-05,1.00E+00
91,3.05E+00,3.95E+00,5.00E-02,6.21E-06,4.32E-07,-6.18E-06,4.53E-07,1.00E+00
92,3.05E+00,3.95E+00,1.50E-01,1.59E-05,-8.15E-07,-1.57E-05,2.70E-06,1.00E+00
93,3.05E+00,3.95E+00,2.50E-01,2.43E-05,-1.45E-06,-2.29E-05,7.82E-06,1.00E+00
94,3.05E+00,3.95E+00,3.50E-01,3.17E-05,-1.73E-06,-2.84E-05,1.40E-05,1.00E+00
95,3.05E+00,3.95E+00,4.50E-01,3.87E-05,-1.70E-06,-3.25E-05,2.10E-05,1.00E+00
96,3.05E+00,3.95E+00,5.50E-01,4.53E-05,-1.47E-06,-3.56E-05,2.80E-05,1.00E+00
97,3.05E+00,3.95E+00,6.50E-01,5.14E-05,-1.02E-06,-3.80E-05,3.46E-05,1.00E+00
98,3.05E+00,3.95E+00,7.50E-01,5.68E-05,-3.92E-07,-4.00E-05,4.03E-05,1.00E+00
99,3.05E+00,3.95E+00,8.50E-01,6.13E-05,3.47E-07,-4.18E-05,4.49E-05,1.00E+00
100,3.05E+00,3.95E+00,9.50E-01,6.50E-05,1.14E-06,-4.35E-05,4.83E-05,1.00E+00
101,3.05E+00,4.05E+00,5.00E-02,7.71E-06,3.98E-07,-7.69E-06,4.61E-07,1.00E+00
102,3.05E+00,4.05E+00,1.50E-01,1.88E-05,-8.56E-07,-1.85E-05,2.72E-06,1.00E+00
103,3.05E+00,4.05E+00,2.50E-01,2.77E-05,-1.49E-06,-2.65E-05,7.73E-06,1.00E+00
104,3.05E+00,4.05E+00,3.50E-01,3.52E-05,-1.76E-06,-3.24E-05,1.38E-05,1.00E+00
105,3.05E+00,4.05E+00,4.50E-01,4.21E-05,-1.69E-06,-3.67E-05,2.04E-05,1.00E+00
106,3.05E+00,4.05E+00,5.50E-01,4.83E-05,-1.41E-06,-4.00E-05,2.70E-05,1.00E+00
107,3.05E+00,4.05E+00,6.50E-01,5.38E-05,-9.00E-07,-4.25E-05,3.29E-05,1.00E+00
108,3.05E+00,4.05E+00,7.50E-01,5.85E-05,-2.21E-07,-4.46E-05,3.79E-05,1.00E+00
109,3.05E+00,4.05E+00,8.50E-01,6.24E-05,5.40E-07,-4.65E-05,4.16E-05,1.00E+00
110,3.05E+00,4.05E+00,9.50E-01,6.54E-05,1.32E-06,-4.83E-05,4.40E-05,1.00E+00
111,3.05E+00,4.15E+00,5.00E-02,9.17E-06,3.46E-07,-9.15E-06,4.57E-07,1.00E+00
112,3.05E+00,4.15E+00,1.50E-01,2.14E-05,-9.28E-07,-2.12E-05,2.67E-06,1.00E+00
113,3.05E+00,4.15E+00,2.50E-01,3.08E-05,-1.57E-06,-2.99E-05,7.53E-06,1.00E+00
114,3.05E+00,4.15E+00,3.50E-01,3.85E-05,-1.83E-06,-3.61E-05,1.34E-05,1.00E+00
115,3.05E+00,4.15E+00,4.50E-01,4.51E-05,-1.73E-06,-4.06E-05,1.96E-05,1.00E+00
116,3.05E+00,4.15E+00,5.50E-01,5.09E-05,-1.39E-06,-4.39E-05,2.57E-05,1.00E+00
117,3.05E+00,4.15E+00,6.50E-01,5.59E-05,-8.24E-07,-4.65E-05,3.10E-05,1.00E+00
118,3.05E+00,4.15E+00,7.50E-01,6.00E-05,-1.09E-07,-4.86E-05,3.52E-05,1.00E+00
119,3.05E+00,4.15E+00,8.50E-01,6.33E-05,6.51E-07,-5.06E-05,3.80E-05,1.00E+00
120,3.05E+00,4.15E+00,9.50E-01,6.57E-05,1.38E-06,-5.25E-05,3.95E-05,1.00E+00
121,3.05E+00,4.25E+00,5.00E-02,1.05E-05,2.67E-07,-1.05E-05,4.29E-07,1.00E+00
122,3.05E+00,4.25E+00,1.50E-01,2.38E-05,-1.04E-06,-2.36E-05,2.58E-06,1.00E+00
123,3.05E+00,4.25E+00,2.50E-01,3.36E-05,-1.70E-06,-3.28E-05,7.24E-06,1.00E+00
124,3.05E+00,4.25E+00,3.50E-01,4.12E-05,-1.94E-06,-3.92E-05,1.28E-05,1.00E+00
125,3.05E+00,4.25E+00,4.50E-01,4.76E-05,-1.80E-06,-4.38E-05,1.87E-05,1.00E+00
126,3.05E+00,4.25E+00,5.50E-01,5.30E-05,-1.41E-06,-4.72E-05,2.42E-05,1.00E+00
127,3.05E+00,4.25E+00,6.50E-01,5.75E-05,-8.11E-07,-4.98E-05,2.88E-05,1.00E+00
128,3.05E+00,4.25E+00,7.50E-01,6.11E-05,-8.87E-08,-5.19E-05,3.23E-05,1.00E+00
129,3.05E+00,4.25E+00,8.50E-01,6.38E-05,6.58E-07,-5.39E-05,3.43E-05,1.00E+00
130,3.05E+00,4.25E+00,9.50E-01,6.58E-05,1.42E-06,-5.58E-05,3.48E-05,1.00E+00
131,3.05E+00,4.35E+00,5.00E-02,1.17E-05,1.72E-07,-1.17E-05,3.86E-07,1.00E+00
132,3.05E+00,4.35E+00,1.50E-01,2.58E-05,-1.17E-06,-2.56E-05,2.42E-06,1.00E+00
133,3.05E+00,4.35E+00,2.50E-01,3.58E-05,-1.86E-06,-3.51E-05,6.85E-06,1.00E+00
134,3.05E+00,4.35E+00,3.50E-01,4.34E-05,-2.10E-06,-4.16E-05,1.21E-05,1.00E+00
135,3.05E+00,4.35E+00,4.50E-01,4.95E-05,-1.91E-06,-4.63E-05,1.75E-05,1.00E+00
136,3.05E+00,4.35E+00,5.50E-01,5.46E-05,-1.49E-06,-4.97E-05,2.25E-05,1.00E+00
137,3.05E+00,4.35E+00,6.50E-01,5.86E-05,-8.88E-07,-5.23E-05,2.65E-05,1.00E+00
138,3.05E+00,4.35E+00,7.50E-01,6.18E-05,-1.46E-07,-5.44E-05,2.92E-05,1.00E+00
139,3.05E+00,4.35E+00,8.50E-01,6.40E-05,6.67E-07,-5.63E-05,3.04E-05,1.00E+00
140,3.05E+00,4.35E+00,9.50E-01,6.56E-05,1.44E-06,-5.82E-05,3.01E-05,1.00E+00
141,3.05E+00,4.45E+00,5.00E-02,1.26E-05,6.64E-08,-1.26E-05,3.26E-07,1.00E+00
142,3.05E+00,4.45E+00,1.50E-01,2.73E-05,-1.33E-06,-2.72E-05,2.22E-06,1.00E+00
143,3.05E+00,4.45E+00,2.50E-01,3.74E-05,-2.05E-06,-3.68E-05,6.36E-06,1.00E+00
144,3.05E+00,4.45E+00,3.50E-01,4.49E-05,-2.30E-06,-4.34E-05,1.12E-05,1.00E+00
145,3.05E+00,4.45E+00,4.50E-01,5.07E-05,-2.09E-06,-4.80E-05,1.63E-05,1.00E+00
146,3.05E+00,4.45E+00,5.50E-01,5.54E-05,-1.66E-06,-5.14E-05,2.07E-05,1.00E+00
147,3.05E+00,4.45E+00,6.50E-01,5.91E-05,-1.01E-06,-5.40E-05,2.41E-05,1.00E+00
148,3.05E+00,4.45E+00,7.50E-01,6.19E-05,-1.92E-07,-5.61E-05,2.61E-05,1.00E+00
149,3.05E+00,4.45E+00,8.50E-01,6.38E-05,6.49E-07,-5.80E-05,2.66E-05,1.00E+00
150,3.05E+00,4.45E+00,9.50E-01,6.50E-05,1.38E-06,-5.98E-05,2.56E-05,1.00E+00
151,3.05E+00,4.55E+00,5.00E-02,1.33E-05,-4.00E-08,-1.33E-05,2.55E-07,1.00E+00
152,3.05E+00,4.55E+00,1.50E-01,2.82E-05,-1.50E-06,-2.81E-05,1.96E-06,1.00E+00
153,3.05E+00,4.55E+00,2.50E-01,3.83E-05,-2.28E-06,-3.78E-05,5.77E-06,1.00E+00
154,3.05E+00,4.55E+00,3.50E-01,4.56E-05,-2.53E-06,-4.43E-05,1.03E-05,1.00E+00
155,3.05E+00,4.55E+00,4.50E-01,5.11E-05,-2.32E-06,-4.89E-05,1.48E-05,1.00E+00
156,3.05E+00,4.55E+00,5.50E-01,5.55E-05,-1.85E-06,-5.22E-05,1.88E-05,1.00E+00
157,3.05E+00,4.55E+00,6.50E-01,5.89E-05,-1.13E-06,-5.48E-05,2.16E-05,1.00E+00
158,3.05E+00,4.55E+00,7.50E-01,6.14E-05,-2.90E-07,-5.69E-05,2.30E-05,1.00E+00
159,3.05E+00,4.55E+00,8.50E-01,6.31E-05,5.31E-07,-5.88E-05,2.29E-05,1.00E+00
160,3.05E+00,4.55E+00,9.50E-01,6.41E-05,1.25E-06,-6.04E-05,2.14E-05,1.00E+00
161,3.05E+00,4.65E+00,5.00E-02,1.37E-05,-1.34E-07,-1.37E-05,1.76E-07,1.00E+00
162,3.05E+00,4.65E+00,1.50E-01,2.86E-05,-1.68E-06,-2.85E-05,1.67E-06,1.00E+00
163,3.05E+00,4.65E+00,2.50E-01,3.84E-05,-2.51E-06,-3.80E-05,5.11E-06,1.00E+00
164,3.05E+00,4.65E+00,3.50E-01,4.54E-05,-2.79E-06,-4.43E-05,9.20E-06,1.00E+00
165,3.05E+00,4.65E+00,4.50E-01,5.07E-05,-2.58E-06,-4.89E-05,1.33E-05,1.00E+00
166,3.05E+00,4.65E+00,5.50E-01,5.48E-05,-2.05E-06,-5.22E-05,1.67E-05,1.00E+00
167,3.05E+00,4.65E+00,6.50E-01,5.80E-05,-1.30E-06,-5.48E-05,1.90E-05,1.00E+00
168,3.05E+00,4.65E+00,7.50E-01,6.03E-05,-4.75E-07,-5.69E-05,1.99E-05,1.00E+00
169,3.05E+00,4.65E+00,8.50E-01,6.18E-05,3.41E-07,-5.87E-05,1.94E-05,1.00E+00
170,3.05E+00,4.65E+00,9.50E-01,6.28E-05,1.11E-06,-6.04E-05,1.75E-05,1.00E+00
171,3.05E+00,4.75E+00,5.00E-02,1.36E-05,-2.37E-07,-1.36E-05,8.18E-08,1.00E+00
172,3.05E+00,4.75E+00,1.50E-01,2.82E-05,-1.86E-06,-2.81E-05,1.34E-06,1.00E+00
173,3.05E+00,4.75E+00,2.50E-01,3.76E-05,-2.76E-06,-3.73E-05,4.37E-06,1.00E+00
174,3.05E+00,4.75E+00,3.50E-01,4.43E-05,-3.05E-06,-4.35E-05,8.04E-06,1.00E+00
175,3.05E+00,4.75E+00,4.50E-01,4.94E-05,-2.85E-06,-4.79E-05,1.17E-05,1.00E+00
176,3.05E+00,4.75E+00,5.50E-01,5.33E-05,-2.30E-06,-5.12E-05,1.46E-05,1.00E+00
177,3.05E+00,4.75E+00,6.50E-01,5.63E-05,-1.55E-06,-5.38E-05,1.64E-05,1.00E+00
178,3.05E+00,4.75E+00,7.50E-01,5.85E-05,-7.26E-07,-5.60E-05,1.69E-05,1.00E+00
179,3.05E+00,4.75E+00,8.50E-01,6.00E-05,1.49E-07,-5.78E-05,1.61E-05,1.00E+00
180,3.05E+00,4.75E+00,9.50E-01,6.11E-05,9.71E-07,-5.95E-05,1.37E-05,1.00E+00
181,3.05E+00,4.85E+00,5.00E-02,1.32E-05,-3.50E-07,-1.32E-05,-3.87E-08,1.00E+00
182,3.05E+00,4.85E+00,1.50E-01,2.71E-05,-2.04E-06,-2.70E-05,9.81E-07,1.00E+00
183,3.05E+00,4.85E+00,2.50E-01,3.61E-05,-3.00E-06,-3.57E-05,3.59E-06,1.00E+00
184,3.05E+00,4.85E+00,3.50E-01,4.23E-05,-3.31E-06,-4.16E-05,6.82E-06,1.00E+00
185,3.05E+00,4.85E+00,4.50E-01,4.71E-05,-3.11E-06,-4.59E-05,1.00E-05,1.00E+00
186,3.05E+00,4.85E+00,5.50E-01,5.08E-05,-2.58E-06,-4.92E-05,1.25E-05,1.00E+00
187,3.05E+00,4.85E+00,6.50E-01,5.37E-05,-1.84E-06,-5.19E-05,1.39E-05,1.00E+00
188,3.05E+00,4.85E+00,7.50E-01,5.60E-05,-9.86E-07,-5.42E-05,1.41E-05,1.00E+00
189,3.05E+00,4.85E+00,8.50E-01,5.76E-05,-1.22E-07,-5.62E-05,1.29E-05,1.00E+00
190,3.05E+00,4.85E+00,9.50E-01,5.88E-05,6.56E-07,-5.78E-05,1.03E-05,1.00E+00
191,3.05E+00,4.95E+00,5.00E-02,1.24E-05,-4.61E-07,-1.24E-05,-1.74E-07,1.00E+00
192,3.05E+00,4.95E+00,1.50E-01,2.54E-05,-2.19E-06,-2.53E-05,6.07E-07,1.00E+00
193,3.05E+00,4.95E+00,2.50E-01,3.36E-05,-3.22E-06,-3.34E-05,2.79E-06,1.00E+00
194,3.05E+00,4.95E+00,3.50E-01,3.94E-05,-3.55E-06,-3.89E-05,5.55E-06,1.00E+00
195,3.05E+00,4.95E+00,4.50E-01,4.39E-05,-3.37E-06,-4.30E-05,8.29E-06,1.00E+00
196,3.05E+00,4.95E+00,5.50E-01,4.75E-05,-2.87E-06,-4.62E-05,1.04E-05,1.00E+00
197,3.05E+00,4.95E+00,6.50E-01,5.04E-05,-2.12E-06,-4.90E-05,1.14E-05,1.00E+00
198,3.05E+00,4.95E+00,7.50E-01,5.27E-05,-1.31E-06,-5.14E-05,1.13E-05,1.00E+00
199,3.05E+00,4.95E+00,8.50E-01,5.45E-05,-5.56E-07,-5.36E-05,9.83E-06,1.00E+00
200,3.05E+00,4.95E+00,9.50E-01,5.58E-05,2.17E-07,-5.53E-05,7.25E-06,1.00E+00
201,3.05E+00,5.05E+00,5.00E-02,1.13E-05,-5.60E-07,-1.12E-05,-3.15E-07,1.00E+00
202,3.05E+00,5.05E+00,1.50E-01,2.30E-05,-2.28E-06,-2.29E-05,2.48E-07,1.00E+00
203,3.05E+00,5.05E+00,2.50E-01,3.05E-05,-3.38E-06,-3.02E-05,2.02E-06,1.00E+00
204,3.05E+00,5.05E+00,3.50E-01,3.57E-05,-3.75E-06,-3.53E-05,4.30E-06,1.00E+00
205,3.05E+00,5.05E+00,4.50E-01,3.99E-05,-3.57E-06,-3.92E-05,6.62E-06,1.00E+00
206,3.05E+00,5.05E+00,5.50E-01,4.33E-05,-3.10E-06,-4.24E-05,8.32E-06,1.00E+00
207,3.05E+00,5.05E+00,6.50E-01,4.61E-05,-2.46E-06,-4.52E-05,9.03E-06,1.00E+00
208,3.05E+00,5.05E+00,7.50E-01,4.85E-05,-1.78E-06,-4.77E-05,8.58E-06,1.00E+00
209,3.05E+00,5.05E+00,8.50E-01,5.05E-05,-1.05E-06,-5.00E-05,7.01E-06,1.00E+00
210,3.05E+00,5.05E+00,9.50E-01,5.20E-05,-3.92E-07,-5.18E-05,4.53E-06,1.00E+00
211,3.05E+00,5.15E+00,5.00E-02,9.80E-06,-6.32E-07,-9.77E-06,-4.33E-07,1.00E+00
212,3.05E+00,5.15E+00,1.50E-01,2.01E-05,-2.33E-06,-1.99E-05,-9.36E-08,1.00E+00
213,3.05E+00,5.15E+00,2.50E-01,2.67E-05,-3.44E-06,-2.64E-05,1.30E-06,1.00E+00
214,3.05E+00,5.15E+00,3.50E-01,3.13E-05,-3.85E-06,-3.09E-05,3.15E-06,1.00E+00
215,3.05E+00,5.15E+00,4.50E-01,3.51E-05,-3.73E-06,-3.45E-05,5.04E-06,1.00E+00
216,3.05E+00,5.15E+00,5.50E-01,3.83E-05,-3.37E-06,-3.76E-05,6.35E-06,1.00E+00
217,3.05E+00,5.15E+00,6.50E-01,4.11E-05,-2.86E-06,-4.04E-05,6.71E-06,1.00E+00
218,3.05E+00,5.15E+00,7.50E-01,4.35E-05,-2.24E-06,-4.30E-05,6.06E-06,1.00E+00
219,3.05E+00,5.15E+00,8.50E-01,4.56E-05,-1.60E-06,-4.54E-05,4.47E-06,1.00E+00
220,3.05E+00,5.15E+00,9.50E-01,4.74E-05,-1.07E-06,-4.74E-05,2.07E-06,1.00E+00
221,3.05E+00,5.25E+00,5.00E-02,8.10E-06,-6.74E-07,-8.06E-06,-5.25E-07,1.00E+00
222,3.05E+00,5.25E+00,1.50E-01,1.68E-05,-2.33E-06,-1.66E-05,-3.77E-07,1.00E+00
223,3.05E+00,5.25E+00,2.50E-01,2.24E-05,-3.42E-06,-2.21E-05,6.87E-07,1.00E+00
224,3.05E+00,5.25E+00,3.50E-01,2.64E-05,-3.86E-06,-2.60E-05,2.16E-06,1.00E+00
225,3.05E+00,5.25E+00,4.50E-01,2.97E-05,-3.84E-06,-2.92E-05,3.63E-06,1.00E+00
226,3.05E+00,5.25E+00,5.50E-01,3.26E-05,-3.59E-06,-3.21E-05,4.57E-06,1.00E+00
227,3.05E+00,5.25E+00,6.50E-01,3.53E-05,-3.16E-06,-3.48E-05,4.65E-06,1.00E+00
228,3.05E+00,5.25E+00,7.50E-01,3.77E-05,-2.65E-06,-3.74E-05,3.85E-06,1.00E+00
229,3.05E+00,5.25E+00,8.50E-01,3.99E-05,-2.16E-06,-3.97E-05,2.29E-06,1.00E+00
230,3.05E+00,5.25E+00,9.50E-01,4.20E-05,-1.88E-06,-4.19E-05,-1.40E-07,1.00E+00
231,3.05E+00,5.35E+00,5.00E-02,6.30E-06,-6.75E-07,-6.24E-06,-5.71E-07,1.00E+00
232,3.05E+00,5.35E+00,1.50E-01,1.33E-05,-2.26E-06,-1.31E-05,-5.63E-07,1.00E+00
