cell ID,x-coordinate,y-coordinate,z-coordinate,velocity-magnitude,x-velocity,y-velocity,z-velocity,pollutant
21030,5.05E+00,3.25E+00,1.95E+00,1.16E-03,1.29E-04,-3.92E-04,1.08E-03,7.42E-01
21031,5.05E+00,3.35E+00,1.05E+00,3.46E-04,-1.16E-04,-2.56E-04,2.03E-04,9.81E-01
21032,5.05E+00,3.35E+00,1.15E+00,3.36E-04,-1.10E-04,-2.17E-04,2.31E-04,9.59E-01
21033,5.05E+00,3.35E+00,1.25E+00,3.69E-04,-8.15E-05,-1.66E-04,3.19E-04,9.25E-01
21034,5.05E+00,3.35E+00,1.35E+00,4.67E-04,-4.61E-05,-1.34E-04,4.45E-04,8.88E-01
21035,5.05E+00,3.35E+00,1.45E+00,6.00E-04,-1.30E-05,-1.32E-04,5.85E-04,8.55E-01
21036,5.05E+00,3.35E+00,1.55E+00,7.19E-04,6.96E-06,-1.59E-04,7.02E-04,8.34E-01
21037,5.05E+00,3.35E+00,1.65E+00,7.84E-04,6.38E-06,-2.20E-04,7.53E-04,8.29E-01
21038,5.05E+00,3.35E+00,1.75E+00,7.89E-04,-6.96E-06,-3.02E-04,7.29E-04,8.36E-01
21039,5.05E+00,3.35E+00,1.85E+00,7.41E-04,-2.35E-05,-3.73E-04,6.39E-04,8.49E-01
21040,5.05E+00,3.35E+00,1.95E+00,6.89E-04,-3.47E-05,-4.39E-04,5.30E-04,8.60E-01
21041,5.05E+00,3.45E+00,1.05E+00,3.39E-04,-9.05E-05,-2.70E-04,1.83E-04,9.93E-01
21042,5.05E+00,3.45E+00,1.15E+00,3.39E-04,-1.03E-04,-2.61E-04,1.91E-04,9.86E-01
21043,5.05E+00,3.45E+00,1.25E+00,3.44E-04,-1.11E-04,-2.46E-04,2.14E-04,9.75E-01
21044,5.05E+00,3.45E+00,1.35E+00,3.59E-04,-1.11E-04,-2.31E-04,2.51E-04,9.61E-01
21045,5.05E+00,3.45E+00,1.45E+00,3.88E-04,-1.11E-04,-2.25E-04,2.96E-04,9.48E-01
21046,5.05E+00,3.45E+00,1.55E+00,4.28E-04,-1.11E-04,-2.36E-04,3.39E-04,9.36E-01
21047,5.05E+00,3.45E+00,1.65E+00,4.64E-04,-1.11E-04,-2.60E-04,3.69E-04,9.29E-01
21048,5.05E+00,3.45E+00,1.75E+00,4.81E-04,-1.14E-04,-2.77E-04,3.76E-04,9.26E-01
21049,5.05E+00,3.45E+00,1.85E+00,4.75E-04,-1.18E-04,-2.80E-04,3.65E-04,9.24E-01
21050,5.05E+00,3.45E+00,1.95E+00,4.30E-04,-1.20E-04,-2.45E-04,3.33E-04,9.20E-01
21051,5.05E+00,3.55E+00,1.05E+00,3.26E-04,-7.45E-05,-2.75E-04,1.59E-04,9.97E-01
21052,5.05E+00,3.55E+00,1.15E+00,3.30E-04,-8.83E-05,-2.71E-04,1.65E-04,9.95E-01
21053,5.05E+00,3.55E+00,1.25E+00,3.31E-04,-1.01E-04,-2.63E-04,1.74E-04,9.91E-01
21054,5.05E+00,3.55E+00,1.35E+00,3.36E-04,-1.12E-04,-2.55E-04,1.88E-04,9.86E-01
21055,5.05E+00,3.55E+00,1.45E+00,3.44E-04,-1.23E-04,-2.48E-04,2.05E-04,9.80E-01
21056,5.05E+00,3.55E+00,1.55E+00,3.53E-04,-1.31E-04,-2.42E-04,2.21E-04,9.75E-01
21057,5.05E+00,3.55E+00,1.65E+00,3.61E-04,-1.38E-04,-2.39E-04,2.33E-04,9.70E-01
21058,5.05E+00,3.55E+00,1.75E+00,3.62E-04,-1.44E-04,-2.35E-04,2.35E-04,9.65E-01
21059,5.05E+00,3.55E+00,1.85E+00,3.53E-04,-1.49E-04,-2.26E-04,2.27E-04,9.60E-01
21060,5.05E+00,3.55E+00,1.95E+00,3.38E-04,-1.52E-04,-2.15E-04,2.12E-04,9.53E-01
21061,5.05E+00,3.65E+00,1.05E+00,3.14E-04,-6.60E-05,-2.77E-04,1.32E-04,9.99E-01
21062,5.05E+00,3.65E+00,1.15E+00,3.16E-04,-7.92E-05,-2.73E-04,1.37E-04,9.98E-01
21063,5.05E+00,3.65E+00,1.25E+00,3.16E-04,-9.22E-05,-2.66E-04,1.43E-04,9.96E-01
21064,5.05E+00,3.65E+00,1.35E+00,3.16E-04,-1.05E-04,-2.57E-04,1.50E-04,9.95E-01
21065,5.05E+00,3.65E+00,1.45E+00,3.16E-04,-1.18E-04,-2.48E-04,1.56E-04,9.92E-01
21066,5.05E+00,3.65E+00,1.55E+00,3.16E-04,-1.30E-04,-2.38E-04,1.62E-04,9.89E-01
21067,5.05E+00,3.65E+00,1.65E+00,3.14E-04,-1.42E-04,-2.26E-04,1.65E-04,9.86E-01
21068,5.05E+00,3.65E+00,1.75E+00,3.08E-04,-1.52E-04,-2.11E-04,1.64E-04,9.83E-01
21069,5.05E+00,3.65E+00,1.85E+00,2.95E-04,-1.61E-04,-1.89E-04,1.60E-04,9.78E-01
21070,5.05E+00,3.65E+00,1.95E+00,2.75E-04,-1.67E-04,-1.57E-04,1.52E-04,9.72E-01
21071,5.05E+00,3.75E+00,1.05E+00,3.02E-04,-6.22E-05,-2.77E-04,1.04E-04,9.99E-01
21072,5.05E+00,3.75E+00,1.15E+00,3.02E-04,-7.51E-05,-2.72E-04,1.08E-04,9.99E-01
21073,5.05E+00,3.75E+00,1.25E+00,2.99E-04,-8.84E-05,-2.63E-04,1.11E-04,9.99E-01
21074,5.05E+00,3.75E+00,1.35E+00,2.96E-04,-1.02E-04,-2.53E-04,1.14E-04,9.98E-01
21075,5.05E+00,3.75E+00,1.45E+00,2.91E-04,-1.16E-04,-2.41E-04,1.17E-04,9.97E-01
21076,5.05E+00,3.75E+00,1.55E+00,2.86E-04,-1.29E-04,-2.26E-04,1.19E-04,9.95E-01
21077,5.05E+00,3.75E+00,1.65E+00,2.78E-04,-1.43E-04,-2.07E-04,1.18E-04,9.93E-01
21078,5.05E+00,3.75E+00,1.75E+00,2.68E-04,-1.55E-04,-1.86E-04,1.15E-04,9.91E-01
21079,5.05E+00,3.75E+00,1.85E+00,2.55E-04,-1.66E-04,-1.59E-04,1.11E-04,9.88E-01
21080,5.05E+00,3.75E+00,1.95E+00,2.39E-04,-1.73E-04,-1.27E-04,1.05E-04,9.82E-01
21081,5.05E+00,3.85E+00,1.05E+00,2.91E-04,-6.12E-05,-2.75E-04,7.57E-05,1.00E+00
21082,5.05E+00,3.85E+00,1.15E+00,2.88E-04,-7.43E-05,-2.67E-04,7.71E-05,1.00E+00
21083,5.05E+00,3.85E+00,1.25E+00,2.83E-04,-8.79E-05,-2.58E-04,7.84E-05,9.99E-01
21084,5.05E+00,3.85E+00,1.35E+00,2.77E-04,-1.02E-04,-2.45E-04,7.93E-05,9.99E-01
21085,5.05E+00,3.85E+00,1.45E+00,2.70E-04,-1.16E-04,-2.30E-04,7.93E-05,9.98E-01
21086,5.05E+00,3.85E+00,1.55E+00,2.62E-04,-1.31E-04,-2.12E-04,7.81E-05,9.98E-01
21087,5.05E+00,3.85E+00,1.65E+00,2.51E-04,-1.46E-04,-1.91E-04,7.55E-05,9.97E-01
21088,5.05E+00,3.85E+00,1.75E+00,2.40E-04,-1.59E-04,-1.64E-04,7.19E-05,9.95E-01
21089,5.05E+00,3.85E+00,1.85E+00,2.27E-04,-1.71E-04,-1.33E-04,6.82E-05,9.93E-01
21090,5.05E+00,3.85E+00,1.95E+00,2.13E-04,-1.78E-04,-9.64E-05,6.58E-05,9.88E-01
21091,5.05E+00,3.95E+00,1.05E+00,2.81E-04,-6.18E-05,-2.70E-04,4.67E-05,1.00E+00
21092,5.05E+00,3.95E+00,1.15E+00,2.76E-04,-7.55E-05,-2.61E-04,4.63E-05,1.00E+00
21093,5.05E+00,3.95E+00,1.25E+00,2.69E-04,-8.97E-05,-2.50E-04,4.54E-05,1.00E+00
21094,5.05E+00,3.95E+00,1.35E+00,2.61E-04,-1.04E-04,-2.36E-04,4.39E-05,1.00E+00
21095,5.05E+00,3.95E+00,1.45E+00,2.52E-04,-1.20E-04,-2.18E-04,4.15E-05,9.99E-01
21096,5.05E+00,3.95E+00,1.55E+00,2.42E-04,-1.35E-04,-1.97E-04,3.80E-05,9.99E-01
21097,5.05E+00,3.95E+00,1.65E+00,2.31E-04,-1.50E-04,-1.72E-04,3.38E-05,9.98E-01
21098,5.05E+00,3.95E+00,1.75E+00,2.19E-04,-1.64E-04,-1.43E-04,2.97E-05,9.97E-01
21099,5.05E+00,3.95E+00,1.85E+00,2.08E-04,-1.75E-04,-1.09E-04,2.71E-05,9.95E-01
21100,5.05E+00,3.95E+00,1.95E+00,1.96E-04,-1.81E-04,-7.03E-05,2.77E-05,9.92E-01
21101,5.05E+00,4.05E+00,1.05E+00,2.71E-04,-6.33E-05,-2.63E-04,1.78E-05,1.00E+00
21102,5.05E+00,4.05E+00,1.15E+00,2.65E-04,-7.77E-05,-2.53E-04,1.52E-05,1.00E+00
21103,5.05E+00,4.05E+00,1.25E+00,2.57E-04,-9.28E-05,-2.40E-04,1.21E-05,1.00E+00
21104,5.05E+00,4.05E+00,1.35E+00,2.49E-04,-1.08E-04,-2.24E-04,8.18E-06,1.00E+00
21105,5.05E+00,4.05E+00,1.45E+00,2.39E-04,-1.24E-04,-2.04E-04,3.33E-06,1.00E+00
21106,5.05E+00,4.05E+00,1.55E+00,2.29E-04,-1.40E-04,-1.81E-04,-2.21E-06,9.99E-01
21107,5.05E+00,4.05E+00,1.65E+00,2.18E-04,-1.55E-04,-1.53E-04,-7.78E-06,9.99E-01
21108,5.05E+00,4.05E+00,1.75E+00,2.07E-04,-1.68E-04,-1.21E-04,-1.21E-05,9.98E-01
21109,5.05E+00,4.05E+00,1.85E+00,1.97E-04,-1.77E-04,-8.50E-05,-1.32E-05,9.96E-01
21110,5.05E+00,4.05E+00,1.95E+00,1.86E-04,-1.80E-04,-4.52E-05,-9.12E-06,9.94E-01
21111,5.05E+00,4.15E+00,1.05E+00,2.63E-04,-6.52E-05,-2.54E-04,-1.09E-05,1.00E+00
21112,5.05E+00,4.15E+00,1.15E+00,2.56E-04,-8.05E-05,-2.43E-04,-1.58E-05,1.00E+00
21113,5.05E+00,4.15E+00,1.25E+00,2.48E-04,-9.64E-05,-2.28E-04,-2.13E-05,1.00E+00
21114,5.05E+00,4.15E+00,1.35E+00,2.40E-04,-1.13E-04,-2.10E-04,-2.77E-05,1.00E+00
21115,5.05E+00,4.15E+00,1.45E+00,2.31E-04,-1.29E-04,-1.88E-04,-3.50E-05,1.00E+00
21116,5.05E+00,4.15E+00,1.55E+00,2.22E-04,-1.45E-04,-1.63E-04,-4.25E-05,9.99E-01
21117,5.05E+00,4.15E+00,1.65E+00,2.13E-04,-1.59E-04,-1.33E-04,-4.93E-05,9.99E-01
21118,5.05E+00,4.15E+00,1.75E+00,2.04E-04,-1.70E-04,-9.96E-05,-5.35E-05,9.98E-01
21119,5.05E+00,4.15E+00,1.85E+00,1.93E-04,-1.75E-04,-6.25E-05,-5.31E-05,9.97E-01
21120,5.05E+00,4.15E+00,1.95E+00,1.80E-04,-1.72E-04,-2.21E-05,-4.58E-05,9.95E-01
21121,5.05E+00,4.25E+00,1.05E+00,2.56E-04,-6.70E-05,-2.44E-04,-3.90E-05,1.00E+00
21122,5.05E+00,4.25E+00,1.15E+00,2.49E-04,-8.32E-05,-2.31E-04,-4.62E-05,1.00E+00
21123,5.05E+00,4.25E+00,1.25E+00,2.43E-04,-9.99E-05,-2.14E-04,-5.43E-05,1.00E+00
21124,5.05E+00,4.25E+00,1.35E+00,2.36E-04,-1.17E-04,-1.95E-04,-6.32E-05,1.00E+00
21125,5.05E+00,4.25E+00,1.45E+00,2.29E-04,-1.33E-04,-1.71E-04,-7.29E-05,1.00E+00
21126,5.05E+00,4.25E+00,1.55E+00,2.23E-04,-1.49E-04,-1.44E-04,-8.24E-05,1.00E+00
21127,5.05E+00,4.25E+00,1.65E+00,2.16E-04,-1.61E-04,-1.13E-04,-9.04E-05,9.99E-01
21128,5.05E+00,4.25E+00,1.75E+00,2.09E-04,-1.69E-04,-7.82E-05,-9.47E-05,9.99E-01
21129,5.05E+00,4.25E+00,1.85E+00,1.97E-04,-1.68E-04,-4.06E-05,-9.33E-05,9.97E-01
21130,5.05E+00,4.25E+00,1.95E+00,1.79E-04,-1.58E-04,7.73E-08,-8.43E-05,9.95E-01
21131,5.05E+00,4.35E+00,1.05E+00,2.50E-04,-6.82E-05,-2.32E-04,-6.61E-05,1.00E+00
21132,5.05E+00,4.35E+00,1.15E+00,2.45E-04,-8.53E-05,-2.17E-04,-7.57E-05,1.00E+00
21133,5.05E+00,4.35E+00,1.25E+00,2.40E-04,-1.03E-04,-1.99E-04,-8.63E-05,1.00E+00
21134,5.05E+00,4.35E+00,1.35E+00,2.36E-04,-1.20E-04,-1.78E-04,-9.78E-05,1.00E+00
21135,5.05E+00,4.35E+00,1.45E+00,2.32E-04,-1.36E-04,-1.53E-04,-1.10E-04,1.00E+00
21136,5.05E+00,4.35E+00,1.55E+00,2.30E-04,-1.50E-04,-1.24E-04,-1.22E-04,1.00E+00
21137,5.05E+00,4.35E+00,1.65E+00,2.26E-04,-1.60E-04,-9.18E-05,-1.31E-04,9.99E-01
21138,5.05E+00,4.35E+00,1.75E+00,2.20E-04,-1.63E-04,-5.66E-05,-1.36E-04,9.99E-01
21139,5.05E+00,4.35E+00,1.85E+00,2.09E-04,-1.57E-04,-1.87E-05,-1.36E-04,9.97E-01
21140,5.05E+00,4.35E+00,1.95E+00,1.90E-04,-1.39E-04,2.27E-05,-1.28E-04,9.95E-01
21141,5.05E+00,4.45E+00,1.05E+00,2.46E-04,-6.84E-05,-2.18E-04,-9.19E-05,1.00E+00
21142,5.05E+00,4.45E+00,1.15E+00,2.43E-04,-8.62E-05,-2.02E-04,-1.04E-04,1.00E+00
21143,5.05E+00,4.45E+00,1.25E+00,2.41E-04,-1.04E-04,-1.83E-04,-1.17E-04,1.00E+00
21144,5.05E+00,4.45E+00,1.35E+00,2.40E-04,-1.21E-04,-1.60E-04,-1.31E-04,1.00E+00
21145,5.05E+00,4.45E+00,1.45E+00,2.40E-04,-1.37E-04,-1.34E-04,-1.45E-04,1.00E+00
21146,5.05E+00,4.45E+00,1.55E+00,2.42E-04,-1.49E-04,-1.03E-04,-1.59E-04,1.00E+00
21147,5.05E+00,4.45E+00,1.65E+00,2.42E-04,-1.56E-04,-7.01E-05,-1.71E-04,9.99E-01
21148,5.05E+00,4.45E+00,1.75E+00,2.39E-04,-1.55E-04,-3.40E-05,-1.79E-04,9.99E-01
21149,5.05E+00,4.45E+00,1.85E+00,2.31E-04,-1.43E-04,5.09E-06,-1.82E-04,9.97E-01
21150,5.05E+00,4.45E+00,1.95E+00,2.20E-04,-1.18E-04,4.89E-05,-1.79E-04,9.95E-01
21151,5.05E+00,4.55E+00,1.05E+00,2.44E-04,-6.72E-05,-2.03E-04,-1.16E-04,1.00E+00
21152,5.05E+00,4.55E+00,1.15E+00,2.43E-04,-8.54E-05,-1.86E-04,-1.30E-04,1.00E+00
21153,5.05E+00,4.55E+00,1.25E+00,2.44E-04,-1.03E-04,-1.66E-04,-1.45E-04,1.00E+00
21154,5.05E+00,4.55E+00,1.35E+00,2.46E-04,-1.20E-04,-1.42E-04,-1.62E-04,1.00E+00
21155,5.05E+00,4.55E+00,1.45E+00,2.51E-04,-1.35E-04,-1.13E-04,-1.79E-04,1.00E+00
21156,5.05E+00,4.55E+00,1.55E+00,2.57E-04,-1.46E-04,-8.18E-05,-1.95E-04,1.00E+00
21157,5.05E+00,4.55E+00,1.65E+00,2.62E-04,-1.50E-04,-4.71E-05,-2.10E-04,9.99E-01
21158,5.05E+00,4.55E+00,1.75E+00,2.65E-04,-1.45E-04,-9.28E-06,-2.22E-04,9.98E-01
21159,5.05E+00,4.55E+00,1.85E+00,2.66E-04,-1.28E-04,3.25E-05,-2.30E-04,9.97E-01
21160,5.05E+00,4.55E+00,1.95E+00,2.69E-04,-9.96E-05,8.09E-05,-2.36E-04,9.95E-01
21161,5.05E+00,4.65E+00,1.05E+00,2.42E-04,-6.41E-05,-1.88E-04,-1.38E-04,1.00E+00
21162,5.05E+00,4.65E+00,1.15E+00,2.44E-04,-8.25E-05,-1.70E-04,-1.54E-04,1.00E+00
21163,5.05E+00,4.65E+00,1.25E+00,2.48E-04,-1.00E-04,-1.48E-04,-1.71E-04,1.00E+00
21164,5.05E+00,4.65E+00,1.35E+00,2.54E-04,-1.17E-04,-1.22E-04,-1.90E-04,1.00E+00
21165,5.05E+00,4.65E+00,1.45E+00,2.64E-04,-1.31E-04,-9.27E-05,-2.09E-04,1.00E+00
21166,5.05E+00,4.65E+00,1.55E+00,2.74E-04,-1.40E-04,-5.93E-05,-2.29E-04,1.00E+00
21167,5.05E+00,4.65E+00,1.65E+00,2.85E-04,-1.42E-04,-2.25E-05,-2.47E-04,9.99E-01
21168,5.05E+00,4.65E+00,1.75E+00,2.96E-04,-1.34E-04,1.81E-05,-2.63E-04,9.98E-01
21169,5.05E+00,4.65E+00,1.85E+00,3.07E-04,-1.16E-04,6.41E-05,-2.77E-04,9.97E-01
21170,5.05E+00,4.65E+00,1.95E+00,3.25E-04,-8.68E-05,1.18E-04,-2.91E-04,9.95E-01
21171,5.05E+00,4.75E+00,1.05E+00,2.42E-04,-5.89E-05,-1.73E-04,-1.59E-04,1.00E+00
21172,5.05E+00,4.75E+00,1.15E+00,2.46E-04,-7.72E-05,-1.54E-04,-1.76E-04,1.00E+00
21173,5.05E+00,4.75E+00,1.25E+00,2.53E-04,-9.48E-05,-1.30E-04,-1.95E-04,1.00E+00
21174,5.05E+00,4.75E+00,1.35E+00,2.63E-04,-1.11E-04,-1.03E-04,-2.15E-04,1.00E+00
21175,5.05E+00,4.75E+00,1.45E+00,2.76E-04,-1.23E-04,-7.17E-05,-2.36E-04,1.00E+00
21176,5.05E+00,4.75E+00,1.55E+00,2.91E-04,-1.31E-04,-3.63E-05,-2.58E-04,1.00E+00
21177,5.05E+00,4.75E+00,1.65E+00,3.08E-04,-1.32E-04,3.10E-06,-2.79E-04,9.99E-01
21178,5.05E+00,4.75E+00,1.75E+00,3.26E-04,-1.23E-04,4.72E-05,-2.98E-04,9.99E-01
21179,5.05E+00,4.75E+00,1.85E+00,3.48E-04,-1.06E-04,9.75E-05,-3.17E-04,9.98E-01
21180,5.05E+00,4.75E+00,1.95E+00,3.77E-04,-7.89E-05,1.56E-04,-3.34E-04,9.95E-01
21181,5.05E+00,4.85E+00,1.05E+00,2.43E-04,-5.12E-05,-1.58E-04,-1.78E-04,1.00E+00
21182,5.05E+00,4.85E+00,1.15E+00,2.49E-04,-6.92E-05,-1.37E-04,-1.96E-04,1.00E+00
21183,5.05E+00,4.85E+00,1.25E+00,2.58E-04,-8.62E-05,-1.13E-04,-2.16E-04,1.00E+00
21184,5.05E+00,4.85E+00,1.35E+00,2.71E-04,-1.01E-04,-8.45E-05,-2.37E-04,1.00E+00
21185,5.05E+00,4.85E+00,1.45E+00,2.87E-04,-1.13E-04,-5.14E-05,-2.59E-04,1.00E+00
21186,5.05E+00,4.85E+00,1.55E+00,3.06E-04,-1.20E-04,-1.40E-05,-2.82E-04,1.00E+00
21187,5.05E+00,4.85E+00,1.65E+00,3.28E-04,-1.20E-04,2.80E-05,-3.04E-04,9.99E-01
21188,5.05E+00,4.85E+00,1.75E+00,3.52E-04,-1.12E-04,7.52E-05,-3.25E-04,9.99E-01
21189,5.05E+00,4.85E+00,1.85E+00,3.80E-04,-9.67E-05,1.29E-04,-3.44E-04,9.98E-01
21190,5.05E+00,4.85E+00,1.95E+00,4.14E-04,-7.40E-05,1.89E-04,-3.61E-04,9.96E-01
21191,5.05E+00,4.95E+00,1.05E+00,2.45E-04,-4.08E-05,-1.43E-04,-1.95E-04,1.00E+00
21192,5.05E+00,4.95E+00,1.15E+00,2.53E-04,-5.81E-05,-1.22E-04,-2.13E-04,1.00E+00
21193,5.05E+00,4.95E+00,1.25E+00,2.63E-04,-7.44E-05,-9.71E-05,-2.33E-04,1.00E+00
21194,5.05E+00,4.95E+00,1.35E+00,2.78E-04,-8.87E-05,-6.73E-05,-2.54E-04,1.00E+00
21195,5.05E+00,4.95E+00,1.45E+00,2.96E-04,-9.97E-05,-3.28E-05,-2.77E-04,1.00E+00
21196,5.05E+00,4.95E+00,1.55E+00,3.17E-04,-1.06E-04,6.27E-06,-2.99E-04,1.00E+00
21197,5.05E+00,4.95E+00,1.65E+00,3.42E-04,-1.06E-04,5.01E-05,-3.21E-04,9.99E-01
21198,5.05E+00,4.95E+00,1.75E+00,3.69E-04,-1.00E-04,9.92E-05,-3.41E-04,9.99E-01
21199,5.05E+00,4.95E+00,1.85E+00,4.00E-04,-8.73E-05,1.54E-04,-3.58E-04,9.98E-01
21200,5.05E+00,4.95E+00,1.95E+00,4.33E-04,-6.94E-05,2.13E-04,-3.71E-04,9.97E-01
21201,5.05E+00,5.05E+00,1.05E+00,2.48E-04,-2.75E-05,-1.29E-04,-2.10E-04,1.00E+00
21202,5.05E+00,5.05E+00,1.15E+00,2.57E-04,-4.38E-05,-1.09E-04,-2.28E-04,1.00E+00
21203,5.05E+00,5.05E+00,1.25E+00,2.68E-04,-5.92E-05,-8.29E-05,-2.48E-04,1.00E+00
21204,5.05E+00,5.05E+00,1.35E+00,2.83E-04,-7.25E-05,-5.24E-05,-2.68E-04,1.00E+00
21205,5.05E+00,5.05E+00,1.45E+00,3.02E-04,-8.28E-05,-1.72E-05,-2.90E-04,1.00E+00
21206,5.05E+00,5.05E+00,1.55E+00,3.24E-04,-8.88E-05,2.28E-05,-3.10E-04,1.00E+00
21207,5.05E+00,5.05E+00,1.65E+00,3.49E-04,-8.97E-05,6.74E-05,-3.30E-04,9.99E-01
21208,5.05E+00,5.05E+00,1.75E+00,3.76E-04,-8.52E-05,1.17E-04,-3.47E-04,9.99E-01
21209,5.05E+00,5.05E+00,1.85E+00,4.05E-04,-7.55E-05,1.70E-04,-3.60E-04,9.99E-01
21210,5.05E+00,5.05E+00,1.95E+00,4.35E-04,-6.18E-05,2.25E-04,-3.67E-04,9.98E-01
21211,5.05E+00,5.15E+00,1.05E+00,2.51E-04,-1.16E-05,-1.17E-04,-2.22E-04,1.00E+00
21212,5.05E+00,5.15E+00,1.15E+00,2.61E-04,-2.63E-05,-9.62E-05,-2.41E-04,1.00E+00
21213,5.05E+00,5.15E+00,1.25E+00,2.72E-04,-4.03E-05,-7.09E-05,-2.60E-04,1.00E+00
21214,5.05E+00,5.15E+00,1.35E+00,2.87E-04,-5.26E-05,-4.06E-05,-2.79E-04,1.00E+00
21215,5.05E+00,5.15E+00,1.45E+00,3.04E-04,-6.21E-05,-5.38E-06,-2.98E-04,1.00E+00
21216,5.05E+00,5.15E+00,1.55E+00,3.25E-04,-6.80E-05,3.43E-05,-3.16E-04,1.00E+00
21217,5.05E+00,5.15E+00,1.65E+00,3.48E-04,-6.95E-05,7.83E-05,-3.31E-04,1.00E+00
21218,5.05E+00,5.15E+00,1.75E+00,3.72E-04,-6.67E-05,1.26E-04,-3.44E-04,9.99E-01
21219,5.05E+00,5.15E+00,1.85E+00,3.97E-04,-5.97E-05,1.75E-04,-3.51E-04,9.99E-01
21220,5.05E+00,5.15E+00,1.95E+00,4.19E-04,-4.94E-05,2.25E-04,-3.50E-04,9.98E-01
21221,5.05E+00,5.25E+00,1.05E+00,2.54E-04,6.41E-06,-1.04E-04,-2.32E-04,1.00E+00
21222,5.05E+00,5.25E+00,1.15E+00,2.64E-04,-6.02E-06,-8.54E-05,-2.50E-04,1.00E+00
21223,5.05E+00,5.25E+00,1.25E+00,2.75E-04,-1.81E-05,-6.14E-05,-2.68E-04,1.00E+00
21224,5.05E+00,5.25E+00,1.35E+00,2.88E-04,-2.88E-05,-3.22E-05,-2.85E-04,1.00E+00
21225,5.05E+00,5.25E+00,1.45E+00,3.03E-04,-3.74E-05,1.78E-06,-3.01E-04,1.00E+00
21226,5.05E+00,5.25E+00,1.55E+00,3.21E-04,-4.29E-05,4.00E-05,-3.15E-04,1.00E+00
21227,5.05E+00,5.25E+00,1.65E+00,3.40E-04,-4.50E-05,8.18E-05,-3.27E-04,1.00E+00
21228,5.05E+00,5.25E+00,1.75E+00,3.59E-04,-4.36E-05,1.26E-04,-3.33E-04,1.00E+00
21229,5.05E+00,5.25E+00,1.85E+00,3.77E-04,-3.88E-05,1.71E-04,-3.34E-04,9.99E-01
21230,5.05E+00,5.25E+00,1.95E+00,3.90E-04,-3.16E-05,2.12E-04,-3.26E-04,9.99E-01
21231,5.05E+00,5.35E+00,1.05E+00,2.55E-04,2.54E-05,-9.18E-05,-2.36E-04,1.00E+00
21232,5.05E+00,5.35E+00,1.15E+00,2.66E-04,1.61E-05,-7.55E-05,-2.55E-04,1.00E+00
21233,5.05E+00,5.35E+00,1.25E+00,2.77E-04,6.74E-06,-5.39E-05,-2.71E-04,1.00E+00
21234,5.05E+00,5.35E+00,1.35E+00,2.88E-04,-1.85E-06,-2.71E-05,-2.87E-04,1.00E+00
21235,5.05E+00,5.35E+00,1.45E+00,3.00E-04,-8.92E-06,4.30E-06,-3.00E-04,1.00E+00
21236,5.05E+00,5.35E+00,1.55E+00,3.13E-04,-1.38E-05,3.96E-05,-3.10E-04,1.00E+00
21237,5.05E+00,5.35E+00,1.65E+00,3.26E-04,-1.60E-05,7.78E-05,-3.16E-04,1.00E+00
21238,5.05E+00,5.35E+00,1.75E+00,3.38E-04,-1.56E-05,1.17E-04,-3.17E-04,1.00E+00
21239,5.05E+00,5.35E+00,1.85E+00,3.48E-04,-1.26E-05,1.56E-04,-3.11E-04,1.00E+00
21240,5.05E+00,5.35E+00,1.95E+00,3.53E-04,-7.82E-06,1.90E-04,-2.97E-04,9.99E-01
21241,5.05E+00,5.45E+00,1.05E+00,2.49E-04,4.29E-05,-7.82E-05,-2.33E-04,1.00E+00
21242,5.05E+00,5.45E+00,1.15E+00,2.63E-04,3.76E-05,-6.53E-05,-2.52E-04,1.00E+00
21243,5.05E+00,5.45E+00,1.25E+00,2.74E-04,3.19E-05,-4.74E-05,-2.68E-04,1.00E+00
21244,5.05E+00,5.45E+00,1.35E+00,2.84E-04,2.65E-05,-2.45E-05,-2.82E-04,1.00E+00
21245,5.05E+00,5.45E+00,1.45E+00,2.93E-04,2.18E-05,2.85E-06,-2.92E-04,1.00E+00
21246,5.05E+00,5.45E+00,1.55E+00,3.01E-04,1.83E-05,3.38E-05,-2.98E-04,1.00E+00
21247,5.05E+00,5.45E+00,1.65E+00,3.07E-04,1.66E-05,6.70E-05,-3.00E-04,1.00E+00
21248,5.05E+00,5.45E+00,1.75E+00,3.12E-04,1.66E-05,1.01E-04,-2.95E-04,1.00E+00
21249,5.05E+00,5.45E+00,1.85E+00,3.14E-04,1.82E-05,1.32E-04,-2.84E-04,1.00E+00
21250,5.05E+00,5.45E+00,1.95E+00,3.10E-04,2.12E-05,1.59E-04,-2.65E-04,1.00E+00
21251,5.05E+00,5.55E+00,1.05E+00,2.34E-04,5.59E-05,-6.28E-05,-2.18E-04,1.00E+00
21252,5.05E+00,5.55E+00,1.15E+00,2.50E-04,5.49E-05,-5.38E-05,-2.38E-04,1.00E+00
21253,5.05E+00,5.55E+00,1.25E+00,2.63E-04,5.37E-05,-4.05E-05,-2.54E-04,1.00E+00
21254,5.05E+00,5.55E+00,1.35E+00,2.73E-04,5.23E-05,-2.28E-05,-2.67E-04,1.00E+00
21255,5.05E+00,5.55E+00,1.45E+00,2.80E-04,5.10E-05,-7.93E-07,-2.75E-04,1.00E+00
21256,5.05E+00,5.55E+00,1.55E+00,2.84E-04,5.00E-05,2.44E-05,-2.79E-04,1.00E+00
